vehiculo_label,modelo,promedio_calificacion,n_resenas
Hyundai Santa Fe Limited,2.0,2.0,1
Hyundai Accent SEL,2.0,2.0,1
Hyundai Santa Cruz 2.5T NIGHT,2.0,2.0,1
Hyundai Santa Cruz 2.5T NIGHT,2.0,2.0,1
Hyundai Santa Fe HEV Limited,2.0,2.0,1
Hyundai Elantra N Base,2.0,2.0,1
Hyundai Kona SEL,2.0,2.0,1
Hyundai Sonata Hybrid Blue,2.0,2.0,1
Hyundai Santa Fe Limited,2.0,2.0,1
Hyundai Sonata SEL,2.0,2.0,1
Hyundai Palisade SEL,2.0,2.0,1
Hyundai Elantra GLS,2.0,2.0,1
Hyundai Elantra HEV Limited,2.0,2.0,1
Hyundai IONIQ 5 SE,2.0,2.0,1
Hyundai Palisade Limited,2.0,2.0,1
Hyundai Elantra N Line,2.0,2.0,1
Hyundai Sonata SEL,2.0,2.0,1
Hyundai Santa Fe SEL 2.4,2.0,2.0,1
Hyundai Elantra HEV Blue,2.0,2.0,1
Hyundai Tucson Hybrid Limited,2.0,2.0,1
Hyundai Venue SEL,2.0,2.0,1
Hyundai Veloster Base,2.0,2.0,1
Hyundai Tucson Limited,2.0,2.0,1
Hyundai Santa Fe Plug-In Hybrid Limited,2.0,2.0,1
Hyundai Veloster 2.0 Premium,2.0,2.0,1
Hyundai Tucson Hybrid Limited,2.0,2.0,1
Hyundai Palisade SEL,2.0,2.0,1
Hyundai Sonata SEL,2.0,2.0,1
Hyundai Santa Cruz SEL,2.0,2.0,1
Hyundai Kona Limited,2.0,2.0,1
Hyundai Santa Fe Sport 2.0L Turbo Ultimate,2.0,2.0,1
Hyundai Sonata N Line,2.0,2.0,1
Hyundai Santa Cruz 2.5T Limited,2.0,2.0,1
Hyundai Elantra GT Base (A6),2.0,2.0,1
Hyundai Santa Cruz 2.5T Limited,2.0,2.0,1
Hyundai Sonata GLS,2.0,2.0,1
Hyundai Santa Fe SEL,2.0,2.0,1
Hyundai Elantra Limited,2.0,2.0,1
Hyundai Tucson Limited,2.0,2.0,1
Hyundai Elantra GT Base,2.0,2.0,1
Hyundai Tucson SEL,2.0,2.0,1
Hyundai IONIQ Hybrid Blue,2.0,2.0,2
Hyundai IONIQ Hybrid Blue,2.0,2.0,2
Hyundai Kona SEL,2.0,2.0,1
Hyundai Tucson Value,2.0,2.0,1
Hyundai Santa Cruz 2.5T NIGHT,2.0,2.0,1
Hyundai Sonata SE,2.0,2.0,1
Hyundai Elantra GS,2.0,2.0,1
Hyundai Sonata SE,2.0,2.0,1
Hyundai Elantra GT N Line,2.0,2.0,1
Hyundai Santa Fe HEV Limited,2.0,2.0,1
Hyundai Sonata SEL,2.0,2.0,1
Hyundai Santa Fe SEL 2.4,2.0,2.0,1
Hyundai Sonata GLS,2.0,2.0,1
Hyundai Sonata SEL,2.0,2.0,1
Hyundai Elantra HEV Limited,2.0,2.0,1
Hyundai Sonata SE,2.0,2.0,1
Hyundai Sonata SEL,2.0,2.0,1
INFINITI QX60 AUTOGRAPH,2.0,2.0,1
INFINITI QX80 Luxe,2.0,2.0,1
INFINITI Q50 Base,2.0,2.0,1
INFINITI G37x Base,2.0,2.0,1
INFINITI QX60 SENSORY,2.0,2.0,1
INFINITI Q50 LUXE,2.0,2.0,1
INFINITI Q50 3.0t LUXE,2.0,2.0,2
INFINITI Q50 3.0t LUXE,2.0,2.0,2
INFINITI QX80 Luxe,2.0,2.0,1
INFINITI Q50 3.0t Sport,2.0,2.0,1
INFINITI QX30 ESSENTIAL,2.0,2.0,1
INFINITI QX50 SPORT,2.0,2.0,1
INFINITI Q50 LUXE,2.0,2.0,1
INFINITI Q60 LUXE,2.0,2.0,1
INFINITI QX60 Luxe,2.0,2.0,1
INFINITI QX56 Base,2.0,2.0,1
INFINITI Q50 3.0t Red Sport 400,2.0,2.0,1
INFINITI QX60 Base,2.0,2.0,1
INFINITI Q60 2.0t LUXE,2.0,2.0,1
INFINITI QX60 Base,2.0,2.0,1
INFINITI QX50 Luxe,2.0,2.0,1
INFINITI QX80 Luxe,2.0,2.0,1
INFINITI QX80 Luxe,2.0,2.0,1
INFINITI QX80 Luxe,2.0,2.0,1
INFINITI Q50 3.0t LUXE,2.0,2.0,1
INFINITI Q60 3.0t Red Sport 400,2.0,2.0,1
INFINITI QX60 Base,2.0,2.0,1
INFINITI QX80 SENSORY,2.0,2.0,1
INFINITI QX80 SENSORY,2.0,2.0,1
INFINITI Q70 3.7,2.0,2.0,1
INFINITI QX55 LUXE,2.0,2.0,1
INFINITI Q50 LUXE,2.0,2.0,1
INFINITI QX56 Base,2.0,2.0,1
INFINITI QX80 Luxe,2.0,2.0,1
INFINITI QX50 ESSENTIAL,2.0,2.0,1
INFINITI QX60 Pure,2.0,2.0,1
INFINITI Q40 Base,2.0,2.0,1
INFINITI QX55 LUXE,2.0,2.0,1
INFINITI QX80 Base,2.0,2.0,1
INFINITI QX55 SENSORY,2.0,2.0,1
INFINITI QX80 Luxe,2.0,2.0,1
INFINITI QX60 LUXE AWD,2.0,2.0,1
INFINITI QX60 SENSORY,2.0,2.0,1
INFINITI QX50 Luxe,2.0,2.0,1
INFINITI QX60 Pure,2.0,2.0,1
INFINITI QX80 Base,2.0,2.0,1
INFINITI QX80 PREMIUM SELECT,2.0,2.0,1
INFINITI QX50 Base,2.0,2.0,1
INFINITI QX80 PREMIUM SELECT,2.0,2.0,1
INFINITI QX60 Base,2.0,2.0,1
INFINITI G35x Base,2.0,2.0,1
INFINITI QX80 PREMIUM SELECT,2.0,2.0,1
INFINITI QX60 Luxe,2.0,2.0,1
INFINITI QX30 Premium,2.0,2.0,1
INFINITI Q40 Base,2.0,2.0,1
INFINITI QX60 Luxe,2.0,2.0,1
INFINITI QX60 Luxe,2.0,2.0,1
INFINITI QX60 Pure,2.0,2.0,1
INFINITI QX60 SENSORY,2.0,2.0,1
INFINITI G37 Journey,2.0,2.0,2
INFINITI G37 Journey,2.0,2.0,2
INFINITI QX50 Luxe,2.0,2.0,1
INFINITI QX60 Luxe,2.0,2.0,1
INFINITI QX60 Pure,2.0,2.0,1
INFINITI QX80 SENSORY,2.0,2.0,1
Lexus IS 350 F Sport,2.0,2.0,1
Lexus GX 460 GX 460 Premium,2.0,2.0,1
Lexus GX 460 Base,2.0,2.0,1
Lexus LS 500 F Sport,2.0,2.0,1
Lexus GX 460 Base,2.0,2.0,1
Lexus IS 350 F Sport,2.0,2.0,1
Lexus LX 470,2.0,2.0,1
Lexus ES 300h 300H,2.0,2.0,1
Lexus NX 450h+ Luxury,2.0,2.0,1
Lexus GX 460 Luxury,2.0,2.0,1
Lexus LC 500 Base,2.0,2.0,1
Lexus NX 300h Base,2.0,2.0,1
Lexus ES 350 Base,2.0,2.0,1
Lexus RX 350 Premium,2.0,2.0,1
Lexus UX 250h,2.0,2.0,1
Lexus NX 300 Base,2.0,2.0,1
Lexus RX 500h F SPORT PERFORMANCE,2.0,2.0,1
Lexus NX 300h Base,2.0,2.0,1
Lexus GX 460 Base,2.0,2.0,1
Lexus GX 470 Base,2.0,2.0,1
Lexus LX 600 Premium,2.0,2.0,1
Lexus LS 430 Base (A6),2.0,2.0,1
Lexus NX 350 NX 350 Premium,2.0,2.0,1
Lexus GX 460 Base,2.0,2.0,1
Lexus RC F Base,2.0,2.0,1
Lexus NX 300 F Sport,2.0,2.0,1
Lexus GX 470 Base (A5),2.0,2.0,1
Lexus LS 430,2.0,2.0,1
Lexus RX 350h Luxury,2.0,2.0,1
Lexus RX 350 F Sport,2.0,2.0,1
Lexus ES 350 Ultra Luxury,2.0,2.0,1
Lexus IS 300 Base,2.0,2.0,1
Lexus RC 300 Base,2.0,2.0,1
Lexus IS 250 Crafted Line,2.0,2.0,1
Lexus GX 460 Base,2.0,2.0,1
Lexus IS 250 Base (A6),2.0,2.0,1
Lexus GX 460 Base,2.0,2.0,1
Lexus LC 500 Base,2.0,2.0,1
Lexus LX 570 Three-Row,2.0,2.0,1
Lexus RX 350 Luxury,2.0,2.0,1
Lexus LX 570 Base,2.0,2.0,1
Lexus RX 330,2.0,2.0,1
Lexus GS 350 Base,2.0,2.0,1
Lexus RX 350h Premium Plus,2.0,2.0,1
Lexus LX 600 F SPORT,2.0,2.0,1
Lexus IS 300 Base,2.0,2.0,1
Lexus ES 350 Base,2.0,2.0,1
Lexus CT 200h Base,2.0,2.0,1
Lexus LS 460,2.0,2.0,1
Lexus RX 350 Base,2.0,2.0,1
Lexus RX 350 Base,2.0,2.0,1
Lexus SC 430,2.0,2.0,1
Lexus SC 430 Base,2.0,2.0,1
Lexus ES 350 F Sport,2.0,2.0,1
Lexus RX 350 F Sport,2.0,2.0,1
Lexus RX 350 Base,2.0,2.0,1
Lexus RX 350,2.0,2.0,1
Lexus RX 350 350,2.0,2.0,1
Lexus ES 350 Base,2.0,2.0,1
Lexus GX 460 Base,2.0,2.0,2
Lexus GX 460 Base,2.0,2.0,2
Lexus IS 350 Base,2.0,2.0,1
Lexus LS 460 Base,2.0,2.0,1
Lexus UX 200 Base,2.0,2.0,1
Lexus CT 200h Premium,2.0,2.0,1
Lexus RX 350,2.0,2.0,1
Lexus UX 250h Base,2.0,2.0,1
Lexus ES 300h Base,2.0,2.0,1
Lexus RC 350 Base,2.0,2.0,1
Lexus RX 350 Base,2.0,2.0,1
Lexus CT 200h Hybrid,2.0,2.0,1
Lexus ES 330,2.0,2.0,1
Lexus IS 500 F SPORT Performance,2.0,2.0,1
Lexus RX 350 F Sport,2.0,2.0,1
Lexus GS 350 F Sport,2.0,2.0,1
Lexus RX 350,2.0,2.0,1
Lexus GX 460,2.0,2.0,1
Lexus LS 460 Base,2.0,2.0,1
Lexus NX 300 Base,2.0,2.0,1
Lexus NX 350h Premium,2.0,2.0,1
Lexus IS 250C,2.0,2.0,1
Lexus GX 460 Base,2.0,2.0,1
Mercedes-Benz GLS 450 4MATIC,2.0,2.0,1
Mercedes-Benz AMG GLE 63 S,2.0,2.0,1
Mercedes-Benz AMG SL 63 SL 63 AMG 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz AMG GLE 63 S,2.0,2.0,1
Mercedes-Benz GLS 450 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 350 Base,2.0,2.0,1
Mercedes-Benz AMG GLE 63 S,2.0,2.0,1
Mercedes-Benz AMG GLA 45 Base,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz GLS 450 4MATIC,2.0,2.0,1
Mercedes-Benz E-Class E 350,2.0,2.0,1
Mercedes-Benz GLS 450 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,2.0,2.0,1
Mercedes-Benz C-Class C 300 4MATIC,2.0,2.0,1
Mercedes-Benz AMG GT 53 Base,2.0,2.0,1
Mercedes-Benz Sprinter 3500XD High Roof,2.0,2.0,1
Mercedes-Benz S-Class S 580 4MATIC,2.0,2.0,1
Mercedes-Benz Sprinter 3500 High Roof,2.0,2.0,1
Mercedes-Benz EQS 580 Base 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz EQS 580 Base 4MATIC,2.0,2.0,1
Mercedes-Benz AMG GLC 43 Base 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz GLC 300 Base 4MATIC,2.0,2.0,1
Mercedes-Benz AMG SL 63 Base,2.0,2.0,1
Mercedes-Benz S-Class S 500 4MATIC,2.0,2.0,1
Mercedes-Benz S-Class S 580 4MATIC,2.0,2.0,1
Mercedes-Benz Sprinter 2500 Standard Roof,2.0,2.0,1
Mercedes-Benz EQS 450+ EQS 450 4MATIC,2.0,2.0,1
Mercedes-Benz E-Class E 350 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,2.0,2.0,1
Mercedes-Benz S-Class S 580 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz S-Class S 500 4MATIC,2.0,2.0,1
Mercedes-Benz EQS 450 Base 4MATIC,2.0,2.0,1
Mercedes-Benz AMG E 53 Base 4MATIC,2.0,2.0,1
Mercedes-Benz S-Class S 500 4MATIC,2.0,2.0,1
Mercedes-Benz Sprinter 2500 High Roof,2.0,2.0,1
Mercedes-Benz S-Class S 500 4MATIC,2.0,2.0,1
Mercedes-Benz GLS 450 4MATIC,2.0,2.0,1
Mercedes-Benz E-Class E 350 4MATIC,2.0,2.0,1
Mercedes-Benz EQS 580 Base 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base 4MATIC,2.0,2.0,1
Mercedes-Benz EQS 450 Base 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,2.0,2.0,1
Mercedes-Benz GLA 250 Base 4MATIC,2.0,2.0,1
Mercedes-Benz S-Class S 500 4MATIC,2.0,2.0,1
Mercedes-Benz Sprinter 2500 High Roof,2.0,2.0,1
Mercedes-Benz S-Class S 500 4MATIC,2.0,2.0,1
Mercedes-Benz EQS 450 Base 4MATIC,2.0,2.0,1
Mercedes-Benz GLB 250 Base 4MATIC,2.0,2.0,1
Mercedes-Benz G-Class G 550 4MATIC,2.0,2.0,1
Mercedes-Benz S-Class S 580 4MATIC,2.0,2.0,1
Mercedes-Benz AMG SL 63 SL 63 AMG 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 450 AWD 4MATIC,2.0,2.0,1
Mercedes-Benz E-Class E 350 4MATIC,2.0,2.0,1
Mercedes-Benz E-Class E 450,2.0,2.0,1
Mercedes-Benz Sprinter 2500 Standard Roof,2.0,2.0,1
Mercedes-Benz Sprinter 3500XD High Roof,2.0,2.0,1
Mercedes-Benz GLB 250 Base 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz GLA 250 Base 4MATIC,2.0,2.0,1
Mercedes-Benz S-Class S 580 4MATIC,2.0,2.0,1
Mercedes-Benz S-Class S 580 4MATIC,2.0,2.0,1
Mercedes-Benz GLB 250 Base 4MATIC,2.0,2.0,1
Mercedes-Benz Sprinter 3500XD High Roof,2.0,2.0,1
Mercedes-Benz GLE 350 Base,2.0,2.0,1
Mercedes-Benz EQS 450 Base 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base 4MATIC,2.0,2.0,2
Mercedes-Benz GLC 300 Base 4MATIC,2.0,2.0,2
Mercedes-Benz S-Class S 500 4MATIC,2.0,2.0,1
Mercedes-Benz GLS 450 4MATIC,2.0,2.0,1
Mercedes-Benz S-Class S 580 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base 4MATIC,2.0,2.0,1
Mercedes-Benz C-Class C 300 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base 4MATIC,2.0,2.0,1
Mercedes-Benz GLE 350 Base 4MATIC,2.0,2.0,1
Mercedes-Benz EQS 450+ Base,2.0,2.0,1
Mercedes-Benz GLS 450 4MATIC,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz E-Class E 450,2.0,2.0,1
Mercedes-Benz GLC 300 Base,2.0,2.0,1
Mercedes-Benz Sprinter 3500XD High Roof,2.0,2.0,1
Mercedes-Benz GLB 250 Base 4MATIC,2.0,2.0,1
Mercedes-Benz AMG GT 53 Base,2.0,2.0,1
Mercedes-Benz S-Class S 580 4MATIC,2.0,2.0,1
Mercedes-Benz E-Class E 350,2.0,2.0,1
Mercedes-Benz S-Class S 500 4MATIC,2.0,2.0,1
Mercedes-Benz EQB 350 350,2.0,2.0,1
Mercedes-Benz EQS 450 Base 4MATIC,2.0,2.0,1
Mercedes-Benz EQS 580 Base 4MATIC,2.0,2.0,1
Porsche Panamera 4 Edition,2.0,2.0,1
Porsche 911 Carrera Cabriolet,2.0,2.0,1
Porsche 911 Carrera GTS,2.0,2.0,1
Porsche Cayenne Base,2.0,2.0,1
Porsche Panamera Sport Turismo 4,2.0,2.0,1
Porsche Cayenne Base (Tiptronic),2.0,2.0,1
Porsche 911 Carrera,2.0,2.0,2
Porsche 911 Carrera,2.0,2.0,2
Porsche Cayman S,2.0,2.0,1
Porsche Panamera 4S,2.0,2.0,1
Porsche Panamera Turbo,2.0,2.0,1
Porsche Panamera,2.0,2.0,1
Porsche Macan S,2.0,2.0,1
Porsche Taycan Turbo S,2.0,2.0,1
Porsche 718 Boxster S,2.0,2.0,1
Porsche Cayman Base,2.0,2.0,1
Porsche Macan S,2.0,2.0,1
Porsche Panamera 4S,2.0,2.0,1
Porsche Panamera GTS,2.0,2.0,1
Porsche 911 Carrera,2.0,2.0,1
Porsche 911 Carrera Cabriolet,2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Porsche Taycan Base,2.0,2.0,1
Porsche 911 GT3,2.0,2.0,1
Porsche Panamera 4S,2.0,2.0,1
Porsche Macan Turbo,2.0,2.0,1
Porsche Panamera Turbo,2.0,2.0,1
Porsche Macan Luxury AWD,2.0,2.0,1
Porsche Macan S,2.0,2.0,1
Porsche Macan GTS,2.0,2.0,1
Porsche Cayenne Turbo Coupe AWD,2.0,2.0,1
Porsche Cayenne AWD,2.0,2.0,1
Porsche Taycan Turbo,2.0,2.0,1
Porsche 911 GT3,2.0,2.0,1
Porsche Cayenne Base,2.0,2.0,1
Porsche Cayenne Turbo Coupe AWD,2.0,2.0,1
Porsche Macan S,2.0,2.0,1
Porsche 911 Carrera,2.0,2.0,1
Porsche Cayenne Turbo,2.0,2.0,1
Porsche 911 Carrera,2.0,2.0,1
Porsche 911 Turbo S,2.0,2.0,1
Porsche 911 Carrera 4S Cabriolet,2.0,2.0,1
Porsche 911 GTS,2.0,2.0,1
Porsche Panamera E-Hybrid 4,2.0,2.0,1
Porsche Cayenne,2.0,2.0,1
Porsche Boxster S,2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Porsche Cayenne GTS,2.0,2.0,1
Porsche Cayenne S Coupe AWD,2.0,2.0,1
Porsche Panamera Turbo,2.0,2.0,1
Porsche Taycan 4S,2.0,2.0,1
Porsche Cayenne Turbo Coupe AWD,2.0,2.0,1
Porsche 718 Boxster Base,2.0,2.0,1
Porsche Macan S,2.0,2.0,1
Porsche 911 Carrera S,2.0,2.0,1
Porsche Macan,2.0,2.0,1
Porsche Cayman Base,2.0,2.0,1
Porsche 911 GT3 RS,2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Porsche 911 Carrera S,2.0,2.0,1
Porsche Taycan Turbo S,2.0,2.0,1
Porsche 911 SC-TARGA,2.0,2.0,1
Porsche 911 Targa 4 GTS,2.0,2.0,1
Porsche 718 Boxster,2.0,2.0,1
Porsche Cayenne S,2.0,2.0,1
Porsche 911 Targa 4S,2.0,2.0,1
Porsche Panamera E-Hybrid 4 Platinum Edition,2.0,2.0,1
Porsche Taycan Turbo,2.0,2.0,1
Porsche Macan Base (PDK),2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Porsche Cayenne Base,2.0,2.0,1
Porsche Taycan Cross Turismo 4,2.0,2.0,1
Porsche Macan Base (PDK),2.0,2.0,1
Porsche Cayenne Platinum Edition,2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Porsche 911 Carrera S,2.0,2.0,1
Porsche Cayenne Base,2.0,2.0,1
Porsche 718 Cayman GT4,2.0,2.0,1
Porsche Cayenne E-Hybrid S,2.0,2.0,1
Porsche 911 Turbo,2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Porsche Cayenne E-Hybrid E-HYBRID,2.0,2.0,1
Porsche Cayenne Base,2.0,2.0,1
Porsche 911 Turbo,2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Porsche 911 Carrera,2.0,2.0,1
Porsche Macan Base,2.0,2.0,1
Tesla Model S 100D,2.0,2.0,1
Tesla Model S Long Range,2.0,2.0,1
Tesla Model S 75D,2.0,2.0,1
Tesla Model Y Performance,2.0,2.0,1
Tesla Model X 75D,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model 3 Base,2.0,2.0,1
Tesla Model X Long Range,2.0,2.0,1
Tesla Model X Long Range,2.0,2.0,1
Tesla Model S 90D,2.0,2.0,1
Tesla Model S Long Range,2.0,2.0,1
Tesla Model Y Performance,2.0,2.0,1
Tesla Model Y Performance,2.0,2.0,1
Tesla Model X 75D,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model S 100D,2.0,2.0,1
Tesla Model 3 Performance,2.0,2.0,1
Tesla Model S 100D,2.0,2.0,1
Tesla Model S 100D,2.0,2.0,1
Tesla Model S 70D,2.0,2.0,1
Tesla Model S P90D,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model X P100D,2.0,2.0,1
Tesla Model S Long Range AWD,2.0,2.0,1
Tesla Model S 90D,2.0,2.0,1
Tesla Model S 90D,2.0,2.0,1
Tesla Model S Plaid,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model S Performance,2.0,2.0,1
Tesla Model X 100D,2.0,2.0,1
Tesla Model S Long Range,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model 3 Mid Range,2.0,2.0,1
Tesla Model S Long Range,2.0,2.0,1
Tesla Model 3 Mid Range,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model X Long Range,2.0,2.0,1
Tesla Model X 100D,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model 3 Standard Range Plus,2.0,2.0,1
Tesla Model S 75D,2.0,2.0,1
Tesla Model X 75D,2.0,2.0,1
Tesla Model S 75D,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model 3 Performance,2.0,2.0,1
Tesla Model 3 Mid Range,2.0,2.0,1
Tesla Model S Long Range,2.0,2.0,1
Tesla Model S 70D,2.0,2.0,1
Tesla Model S Long Range,2.0,2.0,1
Tesla Model 3 Standard Range Plus,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model 3 Performance,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model 3 Performance,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model 3 Standard Range Plus,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model S 75D,2.0,2.0,1
Tesla Model S 75D,2.0,2.0,1
Tesla Model Y Performance,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model 3 Mid Range,2.0,2.0,1
Tesla Model S 60 kWh Battery,2.0,2.0,1
Tesla Model X Performance,2.0,2.0,1
Tesla Model 3 Standard Range,2.0,2.0,1
Tesla Model X 100D,2.0,2.0,1
Tesla Model X Performance,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model X 100D,2.0,2.0,1
Tesla Model 3 Base,2.0,2.0,1
Tesla Model S Long Range,2.0,2.0,1
Tesla Model S 85,2.0,2.0,1
Tesla Model X 75D,2.0,2.0,1
Tesla Model S Base,2.0,2.0,1
Tesla Model S 100D,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model 3 Long Range,2.0,2.0,1
Tesla Model 3 Mid Range,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model 3 Standard Range Plus,2.0,2.0,1
Tesla Model 3 Standard Range Plus,2.0,2.0,1
Tesla Model Y Long Range,2.0,2.0,1
Tesla Model 3 Standard Range Plus,2.0,2.0,1
Tesla Model S 100D,2.0,2.0,1
Tesla Model X Long Range,2.0,2.0,1
Tesla Model S 85D,2.0,2.0,1
Toyota Tundra Platinum,2.0,2.0,1
Toyota Sienna XLE,2.0,2.0,1
Toyota Camry SE,2.0,2.0,1
Toyota Highlander Hybrid XLE,2.0,2.0,1
Toyota Tundra SR5,2.0,2.0,1
Toyota 4Runner 40th Anniversary Special Edition,2.0,2.0,1
Toyota Sienna LE,2.0,2.0,1
Toyota Tacoma Limited,2.0,2.0,1
Toyota 4Runner TRD Off Road Premium,2.0,2.0,1
Toyota 4Runner Limited,2.0,2.0,1
Toyota RAV4 XLE,2.0,2.0,1
Toyota Sequoia TRD Pro,2.0,2.0,1
Toyota RAV4 Hybrid Limited,2.0,2.0,1
Toyota RAV4 Hybrid XLE Premium,2.0,2.0,1
Toyota Tundra Hybrid TRD Pro,2.0,2.0,1
Toyota Tundra Limited,2.0,2.0,1
Toyota 4Runner TRD Off Road,2.0,2.0,1
Toyota Tundra SR,2.0,2.0,1
Toyota Land Cruiser V8,2.0,2.0,1
Toyota Highlander Hybrid LE,2.0,2.0,1
Toyota Tacoma SR5,2.0,2.0,1
Toyota RAV4 LE,2.0,2.0,1
Toyota RAV4 Prime XSE,2.0,2.0,1
Toyota Tundra Hybrid Limited,2.0,2.0,1
Toyota Tundra SR5,2.0,2.0,1
Toyota Corolla Hatchback XSE,2.0,2.0,1
Toyota RAV4 Hybrid Limited,2.0,2.0,1
Toyota Highlander Hybrid XLE,2.0,2.0,1
Toyota Highlander Hybrid LE,2.0,2.0,1
Toyota Camry XSE V6,2.0,2.0,1
Toyota Highlander LE,2.0,2.0,1
Toyota 4Runner TRD Sport,2.0,2.0,1
Toyota Tundra SR5,2.0,2.0,1
Toyota Sequoia SR5,2.0,2.0,1
Toyota Tundra Hybrid Limited,2.0,2.0,1
Toyota Tundra Limited,2.0,2.0,1
Toyota Tundra SR5,2.0,2.0,1
Toyota Camry XSE,2.0,2.0,1
Toyota Sienna XLE,2.0,2.0,1
Toyota Mirai Base,2.0,2.0,1
Toyota Sienna XLE 8 Passenger,2.0,2.0,1
Toyota bZ4X XLE,2.0,2.0,1
Volkswagen ID.4 Pro,2.0,2.0,1
Volkswagen Atlas Cross Sport 4MOTION,2.0,2.0,1
Volkswagen Jetta GLI 2.0T Autobahn,2.0,2.0,1
Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium R-Line,2.0,2.0,1
Volkswagen Routan SE w/RSE & Navigation,2.0,2.0,1
Volkswagen Passat 2.0T SE,2.0,2.0,1
Volkswagen Atlas 3.6L SEL,2.0,2.0,1
Volkswagen ID.4 Pro,2.0,2.0,1
Volkswagen Jetta 2.0T GLI,2.0,2.0,1
Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium R-Line,2.0,2.0,1
Volkswagen Taos 1.5T SE,2.0,2.0,1
Volkswagen Arteon 2.0T SEL R-Line,2.0,2.0,1
Volkswagen Atlas 3.6L V6 SE w/Technology R-Line,2.0,2.0,1
Volkswagen Tiguan 2.0T SEL Premium R-Line,2.0,2.0,1
Volkswagen Tiguan 2.0T Premium,2.0,2.0,1
Volkswagen Jetta DSG TDI w/Premium/Nav,2.0,2.0,1
Volkswagen Atlas 3.6L SEL,2.0,2.0,1
Volkswagen Atlas Cross Sport 2.0T SEL R-Line,2.0,2.0,1
Volkswagen Tiguan 2.0T SE,2.0,2.0,1
Volkswagen Tiguan 2.0T SEL,2.0,2.0,1
Volkswagen Jetta 1.5T SE,2.0,2.0,1
Volkswagen Golf GTI 2.0T SE,2.0,2.0,1
